att_current,att_avg_4w,att_total_drop,att_slope,ia_latest,ia_avg,has_ia_data,backlog_current,backlog_growing,fee_outstanding,weeks_tracked,Family_Income,HighSchool_Grade,Home_Location,Dropout
72.44,72.21,-0.46,0.458,0.0,0.0,0,2,0,0,2,75000,49.4,Urban,0
54.05,60.6,38.52,-3.325,18.14,18.03,1,1,1,1,13,10000,89.6,Urban,1
41.81,47.95,32.11,-3.596,10.11,10.03,1,0,0,0,10,18000,58.7,Rural,1
61.63,67.31,15.16,-1.44,22.29,20.22,1,3,0,1,10,5000,45.7,Rural,1
60.73,59.5,-2.45,2.451,0.0,0.0,0,0,0,0,2,50000,84.8,Semi-Urban,0
100.0,99.91,-19.78,2.021,22.25,22.96,1,0,0,1,11,5000,76.3,Rural,0
65.61,68.42,9.71,-3.353,30.98,24.34,1,0,0,1,4,18000,68.4,Urban,0
50.42,43.68,-14.79,3.416,33.44,30.5,1,2,0,1,5,10000,87.0,Rural,0
75.4,75.16,-8.69,0.761,20.97,21.04,1,2,0,1,14,75000,51.7,Urban,0
78.58,79.75,-3.06,0.555,23.28,18.82,1,0,0,0,6,50000,74.5,Urban,0
100.0,100.0,-14.61,1.053,40.0,40.0,1,0,0,1,15,5000,62.5,Rural,0
89.34,86.21,-10.69,1.963,33.0,27.63,1,1,0,0,7,30000,75.0,Semi-Urban,0
100.0,100.0,-15.74,1.535,35.27,36.47,1,0,0,1,12,50000,66.7,Rural,0
36.47,40.78,33.67,-2.748,7.35,12.67,1,0,0,0,13,30000,73.8,Semi-Urban,1
88.45,87.38,-2.07,0.604,34.59,37.69,1,2,0,1,4,10000,82.7,Semi-Urban,0
24.91,29.55,16.05,-1.687,23.59,25.19,1,1,1,1,8,30000,88.5,Rural,1
78.8,79.56,9.59,-2.334,21.35,20.63,1,0,0,1,6,18000,63.6,Urban,0
20.0,20.0,25.24,-1.564,20.08,23.81,1,0,0,1,16,50000,69.6,Rural,1
30.3,38.48,38.39,-3.916,19.4,14.35,1,0,0,0,11,50000,61.3,Urban,1
59.26,61.2,10.78,-0.808,29.91,22.24,1,0,0,0,10,50000,41.6,Urban,0
75.9,76.26,17.3,-1.956,23.34,24.11,1,4,1,1,11,5000,90.9,Rural,1
51.46,51.77,12.41,-2.239,23.15,25.77,1,0,0,1,8,50000,63.1,Rural,1
20.0,20.0,29.16,-2.283,23.7,21.34,1,0,0,0,14,5000,52.0,Semi-Urban,1
60.15,70.32,17.78,-3.052,14.85,14.11,1,0,0,0,6,10000,64.9,Rural,1
84.57,81.3,-14.63,1.5,20.66,21.38,1,1,0,1,10,10000,96.5,Rural,0
42.7,42.07,-1.7,0.852,31.33,36.59,1,1,0,0,3,5000,52.9,Rural,1
91.28,89.36,-5.73,2.867,25.0,22.57,1,0,0,0,3,10000,73.9,Rural,0
76.31,73.45,-42.14,3.006,35.96,29.61,1,0,0,1,15,5000,61.0,Semi-Urban,0
86.57,82.91,4.82,-1.713,23.67,32.9,1,0,0,0,5,5000,98.3,Urban,0
100.0,100.0,-6.44,0.854,29.71,31.09,1,3,0,0,10,5000,93.1,Urban,0
34.22,34.35,8.57,-2.622,13.72,13.03,1,0,0,0,4,10000,91.8,Rural,1
65.71,67.48,-0.24,0.213,26.42,24.95,1,1,0,1,6,30000,85.5,Rural,0
71.3,76.53,18.21,-3.07,12.93,11.47,1,3,1,1,7,75000,59.2,Semi-Urban,1
48.02,50.33,7.19,-2.956,14.69,18.18,1,0,0,0,4,18000,43.8,Semi-Urban,1
20.0,20.0,23.27,-1.727,31.25,29.29,1,1,0,0,14,30000,76.1,Rural,0
45.22,52.58,44.29,-3.606,8.91,10.27,1,1,1,1,13,30000,53.2,Semi-Urban,1
86.55,79.52,-21.0,2.092,30.7,34.65,1,3,0,0,11,30000,86.8,Rural,0
77.71,73.92,-12.39,2.336,38.17,31.38,1,1,0,0,6,30000,70.5,Urban,0
87.11,85.67,-3.48,1.741,31.08,31.85,1,0,0,0,3,10000,47.4,Urban,0
54.99,54.24,-11.57,1.065,28.25,29.01,1,4,0,0,13,50000,70.2,Rural,0
93.88,90.47,-14.71,1.965,18.58,30.51,1,0,0,1,8,10000,75.1,Rural,0
61.4,58.18,-12.56,1.524,25.29,20.63,1,0,0,0,10,5000,41.1,Rural,0
100.0,99.15,-16.03,1.276,38.77,38.68,1,3,0,0,13,30000,69.3,Semi-Urban,0
47.24,53.31,20.08,-2.725,20.44,20.47,1,2,1,0,9,10000,75.9,Semi-Urban,1
61.42,66.32,17.75,-3.901,27.6,32.45,1,0,0,1,5,18000,72.3,Rural,0
53.74,52.46,-11.64,1.954,21.34,18.67,1,0,0,1,7,30000,70.1,Urban,0
48.56,49.4,1.4,-0.702,32.73,25.61,1,0,0,1,3,75000,84.1,Rural,1
42.99,38.69,6.31,-0.95,15.21,16.89,1,1,0,1,16,10000,75.6,Semi-Urban,1
100.0,100.0,-8.34,0.497,28.14,20.88,1,0,0,0,16,5000,44.9,Rural,0
52.39,57.93,29.24,-1.783,20.85,19.79,1,0,0,0,16,30000,63.5,Semi-Urban,0
59.08,55.05,-10.17,0.92,27.53,19.88,1,0,0,0,11,75000,60.4,Urban,0
24.26,23.11,38.06,-3.045,21.12,19.72,1,0,0,0,15,18000,88.9,Semi-Urban,1
58.18,58.24,-0.74,0.368,24.35,20.33,1,0,0,0,3,30000,47.3,Urban,0
53.47,52.4,-5.25,0.557,37.54,35.73,1,0,0,0,11,75000,64.9,Semi-Urban,0
66.53,64.46,-13.84,1.287,20.92,21.8,1,0,0,0,13,5000,54.1,Rural,0
64.7,62.8,10.29,-1.35,24.65,30.62,1,2,1,1,9,18000,83.9,Rural,1
96.33,98.37,-0.12,0.335,22.37,19.95,1,0,0,0,12,10000,49.6,Urban,0
87.91,87.24,-29.72,2.099,25.45,20.55,1,0,0,0,16,10000,85.2,Urban,0
74.95,71.87,-26.13,2.232,28.83,31.52,1,1,0,0,12,10000,73.5,Rural,0
97.93,92.49,-23.65,2.713,40.0,38.56,1,0,0,1,10,10000,92.1,Rural,0
71.83,66.81,-29.01,2.964,34.8,34.33,1,0,0,0,10,75000,76.1,Rural,0
98.63,95.67,-18.62,2.812,34.66,35.17,1,3,0,1,8,10000,72.8,Rural,1
20.0,24.14,24.68,-4.511,13.91,14.99,1,0,0,0,7,5000,92.1,Rural,1
58.3,63.0,21.55,-1.883,13.32,13.02,1,1,1,0,13,5000,60.4,Semi-Urban,1
64.27,64.37,-19.97,1.687,21.89,21.48,1,0,0,0,16,50000,65.0,Rural,0
49.76,49.15,5.05,-0.932,25.7,27.92,1,0,0,0,7,10000,69.5,Rural,1
44.63,41.17,-8.23,1.546,32.19,36.41,1,0,0,1,6,10000,61.4,Rural,1
37.27,35.9,-0.18,0.089,28.78,24.97,1,0,0,0,3,50000,78.7,Rural,0
56.08,52.72,-3.92,1.959,40.0,39.17,1,3,0,0,3,30000,45.4,Rural,0
100.0,100.0,-5.52,0.675,25.19,20.4,1,0,0,0,11,5000,60.6,Semi-Urban,0
38.31,41.7,19.72,-2.042,19.33,17.15,1,2,1,1,10,30000,54.1,Urban,1
68.08,61.83,-20.71,1.887,27.06,34.26,1,0,0,1,11,30000,89.8,Rural,0
100.0,100.0,-18.09,1.388,23.97,24.24,1,0,0,0,14,30000,63.0,Semi-Urban,0
54.08,56.51,37.98,-3.043,26.61,27.67,1,0,0,0,14,10000,90.6,Semi-Urban,1
69.9,66.23,-21.31,2.071,27.31,30.01,1,0,0,0,11,18000,85.6,Rural,0
90.23,87.82,-7.87,1.207,36.92,33.13,1,3,0,1,8,5000,98.3,Semi-Urban,1
20.0,22.43,30.26,-3.37,27.67,24.44,1,0,0,0,11,50000,79.8,Urban,1
77.52,77.78,12.04,-1.464,18.86,15.03,1,3,1,0,9,50000,64.3,Rural,1
83.57,82.6,1.92,-0.958,8.17,12.58,1,0,0,0,3,10000,95.4,Semi-Urban,0
28.83,31.6,28.96,-2.349,18.32,19.06,1,0,0,1,14,50000,61.9,Semi-Urban,1
80.08,75.67,-18.48,2.05,40.0,39.06,1,3,0,0,10,10000,71.7,Semi-Urban,0
43.02,49.26,26.07,-3.612,16.07,12.69,1,4,1,0,9,30000,49.6,Urban,1
86.5,86.7,-9.13,0.98,38.37,38.73,1,0,0,0,11,50000,48.5,Semi-Urban,0
67.01,68.29,10.34,-2.597,31.16,24.54,1,4,1,1,6,30000,70.2,Urban,1
59.9,56.37,-13.2,2.231,25.32,29.39,1,2,0,0,7,10000,89.5,Rural,0
73.59,72.44,-7.63,0.78,38.65,37.81,1,0,0,1,10,5000,72.1,Rural,0
91.06,94.03,8.94,-2.621,12.65,11.42,1,1,0,1,4,50000,67.7,Rural,1
70.85,73.4,15.7,-3.958,17.7,21.38,1,2,0,0,5,50000,93.6,Urban,0
47.71,43.95,-5.75,1.989,29.36,24.48,1,3,0,0,4,50000,64.2,Urban,0
100.0,100.0,-19.47,1.771,30.49,30.42,1,2,0,0,14,10000,79.9,Rural,0
92.45,90.82,-20.01,1.419,40.0,29.56,1,4,0,1,14,30000,60.5,Urban,0
100.0,100.0,-4.96,0.511,31.25,26.96,1,2,0,0,9,5000,45.9,Rural,0
43.32,48.45,26.63,-3.385,14.84,19.52,1,1,0,0,9,75000,58.9,Rural,1
65.17,69.14,10.62,-2.828,28.22,25.29,1,1,1,0,4,18000,92.6,Semi-Urban,0
60.0,59.43,-2.3,1.151,38.17,35.88,1,2,0,1,3,30000,69.1,Semi-Urban,0
95.24,88.26,-38.98,2.347,31.39,30.1,1,0,0,0,15,30000,50.9,Rural,0
100.0,100.0,-4.27,0.41,35.25,30.74,1,2,0,0,14,18000,92.0,Rural,0
100.0,100.0,-23.74,1.804,35.22,33.84,1,2,0,0,15,75000,71.5,Rural,0
20.0,20.0,8.39,-0.674,8.48,13.59,1,2,1,0,16,50000,83.5,Rural,1
100.0,99.53,-14.77,1.573,28.54,26.9,1,0,0,0,10,5000,87.6,Rural,0
55.55,56.69,29.47,-2.919,20.62,23.93,1,4,1,0,12,18000,85.1,Rural,1
70.06,75.18,6.04,-0.985,29.4,26.41,1,0,0,0,6,5000,53.8,Rural,0
96.62,93.73,-5.06,0.756,24.87,25.1,1,2,0,1,6,5000,60.1,Urban,0
69.66,70.05,-7.35,0.805,29.09,29.93,1,0,0,1,11,18000,75.4,Urban,0
40.06,49.41,52.15,-3.575,23.51,18.59,1,1,0,1,14,10000,45.8,Rural,1
100.0,96.91,-13.8,0.988,25.16,26.44,1,0,0,1,14,75000,55.9,Semi-Urban,0
57.8,58.77,6.52,-2.112,28.58,28.95,1,4,1,1,4,18000,85.2,Semi-Urban,1
55.75,52.76,-6.58,1.653,40.0,37.27,1,0,0,0,4,30000,80.1,Rural,0
49.9,49.13,-6.4,1.784,25.46,23.04,1,0,0,1,4,18000,80.5,Rural,0
51.59,49.19,-10.81,1.452,37.4,35.67,1,1,0,0,9,75000,77.6,Urban,0
51.53,48.0,-14.87,2.785,27.34,28.5,1,0,0,0,7,30000,45.8,Urban,0
40.65,38.89,14.88,-1.75,30.16,24.76,1,3,1,1,12,50000,62.4,Semi-Urban,1
87.11,83.0,-11.55,2.575,29.88,30.78,1,0,0,0,5,50000,96.4,Semi-Urban,0
43.17,45.45,4.03,-0.546,32.45,27.99,1,0,0,1,8,10000,77.7,Urban,0
100.0,100.0,-18.16,1.369,31.61,30.72,1,0,0,0,16,75000,81.4,Rural,0
64.42,62.74,-25.47,2.562,39.25,37.07,1,1,0,0,12,30000,77.8,Rural,0
81.67,78.77,-17.41,1.254,22.01,24.82,1,0,0,1,14,30000,42.3,Urban,0
60.27,64.88,25.84,-3.082,27.8,27.34,1,1,1,1,10,30000,61.4,Semi-Urban,1
100.0,96.81,-3.17,1.784,38.35,34.41,1,2,0,0,4,30000,67.5,Semi-Urban,0
100.0,99.66,-15.93,1.405,33.02,32.28,1,1,0,0,13,75000,81.9,Rural,0
61.37,56.35,-15.7,1.477,25.94,20.66,1,1,0,0,10,10000,80.1,Semi-Urban,0
46.33,44.93,-11.28,0.914,34.68,32.94,1,0,0,1,12,50000,71.2,Urban,0
20.0,20.0,14.06,-1.035,18.64,14.96,1,0,0,0,16,50000,79.7,Urban,0
92.85,91.96,-3.88,1.178,33.84,35.61,1,0,0,0,5,30000,49.6,Rural,0
42.0,50.44,33.61,-2.677,24.39,24.85,1,0,0,0,11,50000,85.1,Urban,0
61.69,57.73,-6.26,3.129,35.18,37.74,1,0,0,0,3,50000,65.5,Rural,0
20.0,20.0,26.04,-1.858,24.73,20.17,1,1,1,0,16,18000,56.8,Rural,1
100.0,100.0,-0.27,0.182,23.27,26.09,1,0,0,0,11,5000,53.0,Rural,0
33.66,34.55,20.21,-1.91,20.07,18.88,1,0,0,1,10,10000,69.5,Urban,1
61.08,57.25,-0.94,0.471,14.44,15.28,1,0,0,0,3,50000,58.1,Rural,0
63.35,59.64,-27.59,2.93,23.55,31.44,1,0,0,1,10,5000,92.1,Urban,0
21.87,25.26,17.75,-3.116,17.18,14.98,1,3,1,0,7,18000,93.7,Urban,1
100.0,100.0,-26.24,2.214,37.46,40.0,1,0,0,1,16,30000,50.2,Urban,0
99.8,96.57,-24.56,2.358,37.14,40.0,1,0,0,1,13,18000,61.5,Semi-Urban,0
89.89,87.4,-20.27,2.722,18.35,26.14,1,4,0,0,10,75000,45.6,Semi-Urban,0
56.11,59.79,32.13,-2.65,23.92,23.31,1,0,0,0,12,5000,47.3,Semi-Urban,1
99.87,93.72,-36.09,2.461,27.01,23.02,1,0,0,0,15,18000,57.8,Semi-Urban,0
64.73,61.47,-14.81,1.477,40.0,40.0,1,0,0,1,10,10000,66.3,Rural,0
49.5,47.71,14.82,-1.834,22.32,21.7,1,0,0,1,11,5000,58.5,Semi-Urban,1
69.93,68.77,-14.21,0.63,33.31,31.47,1,0,0,0,16,5000,66.5,Semi-Urban,0
47.19,44.14,-6.27,0.926,35.18,29.59,1,0,0,0,6,75000,48.4,Urban,0
48.92,47.11,-3.62,3.621,0.0,0.0,0,0,0,0,2,30000,95.3,Rural,0
68.08,68.97,1.78,-1.78,0.0,0.0,0,0,0,0,2,50000,78.6,Rural,0
74.05,74.23,-2.09,1.047,29.17,26.16,1,1,0,0,3,30000,41.0,Urban,0
70.3,71.46,2.71,-1.354,37.58,39.56,1,0,0,0,3,30000,51.3,Rural,0
78.45,80.37,3.83,-3.83,0.0,0.0,0,1,0,1,2,50000,89.8,Semi-Urban,0
47.71,55.66,8.14,-1.53,30.01,25.47,1,0,0,0,5,18000,73.8,Semi-Urban,0
50.15,48.6,-1.77,0.732,37.17,35.73,1,0,0,0,5,5000,44.7,Urban,0
49.62,49.5,21.24,-2.344,11.35,10.23,1,0,0,0,10,75000,89.3,Urban,1
24.81,28.49,26.95,-3.637,26.27,24.59,1,4,1,1,8,30000,67.8,Semi-Urban,1
61.29,60.81,-0.77,0.384,27.69,23.49,1,0,0,1,3,10000,98.2,Rural,0
41.04,41.01,18.89,-1.319,28.95,29.72,1,1,0,0,15,30000,91.9,Rural,0
55.09,58.58,27.5,-3.912,16.9,15.18,1,3,0,1,9,18000,53.1,Semi-Urban,1
69.89,78.08,15.08,-2.329,10.23,11.81,1,1,1,0,7,5000,63.4,Urban,1
71.84,70.41,-2.74,1.37,26.98,30.03,1,4,0,0,3,50000,92.1,Rural,0
92.57,86.52,-16.44,2.546,35.3,30.57,1,1,0,0,7,10000,64.2,Urban,0
56.16,53.24,-5.91,2.221,20.85,23.18,1,1,0,0,4,10000,47.7,Urban,0
84.8,81.3,-11.59,2.03,37.75,33.54,1,1,0,0,6,18000,60.4,Rural,0
65.06,63.03,-6.08,0.728,27.21,27.25,1,3,0,0,6,10000,91.9,Urban,0
61.93,57.01,-10.22,0.552,27.13,31.29,1,0,0,1,10,5000,77.6,Rural,0
70.45,66.95,-11.01,1.066,35.82,37.92,1,0,0,0,8,30000,72.8,Semi-Urban,0
53.92,63.5,34.32,-4.285,12.34,12.6,1,0,0,0,9,50000,86.0,Rural,1
100.0,100.0,-24.55,1.818,26.96,32.4,1,2,0,1,16,30000,46.1,Semi-Urban,0
99.68,98.52,-6.25,0.733,23.53,23.37,1,0,0,0,10,10000,40.3,Rural,0
54.4,55.11,1.42,-1.42,0.0,0.0,0,2,1,0,2,18000,65.1,Semi-Urban,1
64.01,61.14,-13.59,1.351,30.68,30.3,1,0,0,1,11,5000,46.6,Semi-Urban,0
56.81,53.59,-11.25,1.692,24.79,24.17,1,2,0,1,8,5000,78.8,Rural,1
20.0,20.0,16.59,-1.027,7.99,10.49,1,4,1,1,16,18000,98.3,Rural,1
70.87,77.05,17.87,-2.778,13.6,10.95,1,1,1,1,7,18000,66.5,Semi-Urban,1
96.56,93.4,-5.28,0.426,33.01,27.94,1,0,0,0,8,10000,56.3,Rural,0
66.65,71.67,13.12,-2.262,13.47,14.13,1,0,0,1,7,30000,70.0,Semi-Urban,1
93.32,92.94,-6.8,1.535,32.88,31.54,1,0,0,1,7,5000,53.2,Urban,0
50.95,55.49,15.12,-1.845,11.51,14.19,1,2,1,1,10,5000,54.3,Urban,1
90.55,85.31,-42.11,2.881,26.77,23.14,1,0,0,0,16,30000,53.4,Rural,0
90.05,86.49,-17.43,1.516,30.51,27.93,1,0,0,1,12,5000,59.7,Semi-Urban,0
64.46,60.5,-13.87,3.13,19.58,20.78,1,3,0,1,5,50000,82.7,Urban,0
100.0,99.78,-22.18,1.589,22.86,17.86,1,0,0,1,15,10000,76.3,Semi-Urban,0
85.43,81.73,-23.57,2.875,24.51,25.33,1,0,0,0,9,50000,51.9,Rural,0
25.07,31.28,13.61,-3.45,8.55,13.9,1,0,0,1,5,30000,59.8,Urban,1
55.46,58.95,9.33,-3.425,17.51,15.03,1,0,0,0,4,5000,86.8,Semi-Urban,1
74.02,68.79,-16.7,1.122,37.87,37.26,1,0,0,1,10,30000,58.1,Semi-Urban,0
37.84,42.14,9.23,-4.617,12.31,15.24,1,4,1,1,3,5000,67.2,Urban,1
54.23,60.12,32.65,-2.271,28.82,29.74,1,3,1,0,15,10000,57.9,Rural,1
89.02,84.93,-32.39,2.173,27.39,31.14,1,2,0,1,15,5000,52.0,Semi-Urban,0
79.9,77.91,-3.47,1.355,25.32,32.69,1,3,0,1,4,10000,77.3,Rural,0
62.26,62.0,19.23,-2.217,30.06,26.28,1,3,1,0,12,30000,94.2,Urban,0
63.71,62.55,-10.26,1.929,30.98,24.68,1,3,0,0,6,75000,81.6,Rural,0
46.34,43.33,-5.71,0.947,30.83,29.89,1,1,0,0,6,30000,71.4,Urban,0
100.0,100.0,-6.56,0.444,33.46,32.92,1,0,0,0,12,10000,66.1,Semi-Urban,0
49.33,56.25,40.25,-3.311,13.87,12.97,1,2,1,1,12,5000,95.3,Rural,1
65.74,63.73,-24.47,2.652,16.78,20.58,1,0,0,0,10,75000,75.7,Rural,0
49.95,47.39,13.12,-1.832,22.63,25.32,1,1,1,1,12,10000,79.1,Urban,1
75.73,73.61,-17.77,1.195,39.87,32.19,1,0,0,0,15,50000,81.5,Rural,0
45.55,48.65,27.11,-1.915,27.51,24.63,1,0,0,0,16,18000,45.4,Urban,1
86.07,85.63,-2.99,1.497,22.94,31.47,1,0,0,0,3,10000,88.9,Semi-Urban,0
84.85,79.33,-33.86,2.807,29.28,24.56,1,1,0,0,13,10000,92.9,Semi-Urban,0
70.32,74.02,9.29,-2.489,24.29,23.4,1,0,0,1,5,10000,56.7,Urban,1
98.87,98.33,-7.07,1.043,32.33,26.23,1,0,0,0,9,10000,65.5,Rural,0
93.7,91.63,-21.67,1.923,27.16,23.06,1,0,0,0,13,30000,70.3,Rural,0
85.24,83.08,-9.41,1.66,23.23,20.39,1,0,0,1,7,30000,50.5,Semi-Urban,0
46.05,45.04,-3.27,0.999,40.0,38.05,1,0,0,1,5,50000,58.8,Urban,0
46.3,50.76,20.57,-3.004,27.2,24.81,1,3,0,0,7,18000,73.4,Urban,1
70.5,68.28,-22.66,1.486,20.64,28.65,1,0,0,0,15,10000,80.9,Rural,0
39.56,42.31,10.07,-2.981,25.93,24.77,1,0,0,0,6,30000,61.6,Rural,1
100.0,99.93,-19.3,2.188,23.45,22.34,1,0,0,0,11,75000,52.0,Rural,0
66.84,62.86,-8.93,0.808,33.11,31.49,1,0,0,0,11,30000,65.4,Rural,0
82.64,83.32,3.96,-1.23,21.79,12.92,1,0,0,1,5,30000,81.8,Urban,0
83.14,78.62,-35.92,2.963,27.52,28.36,1,0,0,1,13,5000,56.9,Urban,0
25.46,30.01,24.73,-1.998,26.26,27.49,1,1,1,0,13,50000,63.2,Urban,1
69.16,62.62,-8.3,2.345,19.97,25.38,1,2,0,1,5,18000,49.3,Semi-Urban,0
44.95,46.46,-9.53,1.007,20.49,21.89,1,2,0,1,12,10000,80.2,Urban,1
29.08,37.03,16.86,-1.431,18.43,16.04,1,0,0,0,10,10000,98.2,Rural,1
43.13,52.46,21.26,-2.605,19.54,17.18,1,2,1,0,8,18000,67.9,Urban,1
69.69,66.82,-12.29,1.061,37.29,34.63,1,1,0,0,14,50000,76.6,Rural,0
47.63,46.09,-9.74,2.166,21.23,24.87,1,0,0,0,6,30000,95.5,Urban,0
52.36,55.28,18.33,-1.613,31.46,27.18,1,4,0,0,13,10000,81.5,Rural,1
23.98,23.1,16.75,-1.901,22.67,22.23,1,1,1,0,11,5000,77.7,Rural,1
51.07,50.47,-1.96,0.978,21.71,17.49,1,0,0,0,3,50000,88.8,Rural,0
28.14,30.18,14.55,-2.107,9.41,12.72,1,2,1,0,8,18000,81.5,Semi-Urban,1
92.97,90.15,-8.16,4.082,32.88,34.41,1,1,0,1,3,30000,64.3,Semi-Urban,0
45.49,49.91,47.83,-3.633,22.28,20.66,1,4,1,1,15,18000,45.0,Semi-Urban,1
70.82,67.16,-16.78,2.003,28.59,32.56,1,0,0,1,10,10000,77.8,Rural,0
20.0,20.0,11.42,-0.916,27.35,20.4,1,0,0,1,15,18000,48.2,Urban,1
67.8,67.58,-6.01,1.191,24.97,21.64,1,0,0,1,6,30000,63.3,Urban,0
54.34,51.73,-4.37,0.725,17.05,18.66,1,0,0,0,4,10000,59.8,Semi-Urban,0
75.64,70.75,-21.2,1.939,29.49,28.45,1,0,0,1,13,50000,74.0,Semi-Urban,0
63.31,65.69,17.74,-1.539,17.21,15.17,1,0,0,0,12,75000,59.8,Rural,0
60.09,55.36,-24.13,2.727,28.58,26.57,1,0,0,0,10,10000,57.3,Rural,0
98.16,96.16,-17.14,1.668,35.43,36.87,1,1,0,0,12,75000,50.7,Urban,0
62.69,60.75,-3.88,3.88,0.0,0.0,0,0,0,0,2,50000,95.1,Rural,0
21.58,25.79,11.61,-2.641,24.3,23.38,1,2,1,0,5,75000,93.0,Rural,1
33.58,35.15,30.03,-2.082,9.85,9.15,1,2,1,1,16,50000,46.0,Rural,1
73.6,68.59,-19.13,2.609,31.12,23.28,1,2,0,1,8,50000,61.2,Rural,0
91.97,86.67,-7.43,2.325,24.68,24.16,1,0,0,1,4,5000,66.9,Urban,0
57.87,60.6,-3.04,0.527,31.14,31.87,1,0,0,1,12,10000,41.3,Rural,0
41.71,40.88,-1.67,1.668,0.0,0.0,0,1,0,1,2,18000,81.1,Semi-Urban,0
76.39,73.3,-8.06,2.253,25.44,26.15,1,1,0,1,4,18000,93.9,Urban,0
55.32,61.31,10.48,-2.96,20.23,25.9,1,1,0,0,4,50000,78.1,Rural,1
89.03,87.81,-8.38,1.416,30.67,27.13,1,4,0,1,7,50000,52.5,Urban,0
48.6,53.59,40.49,-3.085,25.42,21.57,1,0,0,1,15,18000,90.1,Rural,1
79.52,79.79,-4.92,0.888,30.2,29.75,1,4,0,0,7,30000,86.4,Urban,0
100.0,100.0,-13.59,1.153,14.64,20.53,1,1,0,1,12,50000,76.8,Urban,0
54.17,55.01,-0.85,0.11,32.57,35.46,1,0,0,1,7,50000,46.3,Semi-Urban,0
55.23,52.12,-10.5,2.253,22.52,27.35,1,2,0,1,6,30000,44.1,Rural,0
39.51,40.43,9.21,-1.439,13.94,17.59,1,1,1,1,8,18000,64.6,Urban,1
83.94,83.72,-19.67,2.083,40.0,40.0,1,0,0,0,12,30000,79.2,Rural,0
52.33,54.68,4.36,-1.661,15.38,21.24,1,0,0,1,4,5000,57.8,Rural,1
100.0,100.0,-3.96,0.36,29.77,38.72,1,0,0,0,15,18000,44.9,Semi-Urban,0
99.82,92.93,-36.11,2.874,30.08,29.63,1,0,0,0,13,18000,94.6,Semi-Urban,0
80.08,81.4,2.48,-1.24,9.42,9.38,1,2,0,0,3,18000,47.5,Semi-Urban,1
72.53,74.09,3.11,-3.114,0.0,0.0,0,4,0,0,2,18000,94.5,Urban,1
59.38,60.69,8.65,-2.418,22.55,25.37,1,2,1,1,4,18000,92.9,Urban,1
51.3,51.87,7.85,-1.201,16.49,8.51,1,3,1,0,12,5000,74.7,Urban,1
65.3,66.4,2.2,-2.2,0.0,0.0,0,1,0,1,2,10000,60.1,Semi-Urban,0
88.21,83.75,-18.18,1.605,37.59,38.65,1,4,0,0,10,18000,98.2,Rural,0
37.39,36.41,56.13,-3.729,21.23,19.35,1,2,1,1,16,30000,86.4,Semi-Urban,1
30.75,33.29,21.72,-2.494,30.99,27.52,1,0,0,1,11,10000,73.2,Semi-Urban,1
25.59,30.71,51.46,-3.306,6.85,10.4,1,0,0,0,16,5000,54.3,Semi-Urban,1
30.71,34.17,21.24,-1.227,10.66,11.11,1,1,1,1,16,10000,83.7,Urban,1
91.25,90.0,-0.06,0.212,20.59,21.83,1,0,0,0,8,30000,46.8,Urban,0
81.45,75.57,-33.73,2.702,32.11,35.67,1,0,0,1,13,10000,50.3,Rural,0
20.0,24.31,20.79,-2.549,20.53,25.61,1,1,0,1,10,50000,86.9,Semi-Urban,1
48.79,48.93,-1.37,0.494,23.92,21.6,1,0,0,1,10,50000,40.5,Rural,1
23.73,24.03,14.62,-0.93,29.9,31.92,1,0,0,1,16,75000,86.0,Semi-Urban,0
39.62,45.89,16.29,-3.215,18.88,19.99,1,0,0,1,6,5000,62.7,Urban,1
41.1,43.6,13.24,-1.895,20.73,22.79,1,0,0,1,7,10000,90.6,Urban,1
46.83,48.53,27.72,-1.963,20.99,25.45,1,0,0,0,15,30000,72.7,Rural,1
71.16,66.35,-27.17,2.634,30.73,32.88,1,2,0,1,11,5000,94.5,Rural,0
24.29,29.85,28.23,-2.09,28.03,22.42,1,2,1,1,14,5000,86.4,Urban,1
36.41,42.3,15.73,-3.146,12.2,11.7,1,1,0,0,6,75000,52.6,Semi-Urban,1
80.08,76.76,-8.01,0.669,31.24,29.33,1,1,0,1,11,30000,95.3,Semi-Urban,0
57.27,62.92,23.12,-3.213,23.38,22.9,1,0,0,0,8,18000,91.6,Semi-Urban,0
49.98,58.19,16.82,-4.792,11.8,8.95,1,0,0,1,4,10000,71.3,Semi-Urban,1
53.89,58.02,8.26,-8.255,0.0,0.0,0,1,1,1,2,18000,70.1,Urban,1
65.77,64.34,-12.02,1.05,40.0,38.71,1,1,0,1,12,30000,83.9,Urban,0
20.0,20.39,16.45,-1.659,7.67,12.85,1,0,0,0,13,50000,55.8,Semi-Urban,1
20.0,20.0,29.47,-1.982,23.32,29.66,1,1,0,1,16,10000,69.3,Semi-Urban,1
68.57,67.82,-1.07,0.495,27.64,23.38,1,2,0,0,5,50000,60.7,Urban,0
26.24,34.56,17.12,-8.559,13.79,19.12,1,0,0,1,3,30000,96.4,Rural,1
97.74,96.65,-20.08,1.361,21.54,25.29,1,0,0,0,16,30000,72.7,Semi-Urban,0
57.04,59.85,11.26,-1.267,26.53,22.94,1,4,1,0,6,30000,94.4,Urban,1
54.31,49.59,-12.7,2.102,40.0,37.77,1,0,0,0,6,75000,78.0,Rural,0
